sous_ensemble;reference;designation;boitier_ou_format;quantite;procede_ou_source;fournisseur;prix_unitaire_fcfa;prix_total_fcfa;etat
pcb;R1-R4;Resistance 220 ohms 1206;CMS 1206;4;achat;magasin PNFA;2
